Title,Date
"Cómo conocí a tu madre: Temporada 7: La corbata de patos","31/8/17"
"Cómo conocí a tu madre: Temporada 7: La verdad al desnudo","31/8/17"
"Cómo conocí a tu madre: Temporada 7: El padrino","31/8/17"
"Lost: Temporada 1: Piloto: Parte 2","31/8/17"
"Lost: Temporada 1: Piloto: Parte 1","31/8/17"
"Lost: Temporada 2: Uno de ellos","31/8/17"
"Cómo conocí a tu madre: Temporada 6: Desafío aceptado","31/8/17"
"Cómo conocí a tu madre: Temporada 6: Monumentos","31/8/17"
"Cómo conocí a tu madre: Temporada 6: El coctel perfecto","31/8/17"
"Cómo conocí a tu madre: Temporada 6: Sin esperanza","31/8/17"
"Cómo conocí a tu madre: Temporada 6: La explosión de albóndigas","31/8/17"
"Lost: Temporada 2: El estafador","31/8/17"
"Lost: Temporada 2: Fuego y agua","31/8/17"
"Lost: Temporada 2: La fiesta de la cacería","31/8/17"
"Sherlock: Temporada 1: El gran juego","30/8/17"
"Gladiador","30/8/17"
"Lost: Temporada 2: El salmo 23","30/8/17"
"Lost: Temporada 2: Lo que hizo Kate","30/8/17"
"Lost: Temporada 2: Colisión","30/8/17"
"Lost: Temporada 2: Los otros 48 días","30/8/17"
"Lost: Temporada 2: Abandonados","30/8/17"
"Lost: Temporada 2: ... Y encontrados","30/8/17"
"Lost: Temporada 2: Todos odian a Hugo","30/8/17"
"Lost: Temporada 2: Orientación","30/8/17"
"Lost: Temporada 2: A la deriva","30/8/17"
"Lost: Temporada 2: Hombre de ciencia, hombre de fe","30/8/17"
"Lost: Temporada 1: Éxodo: Parte 3","29/8/17"
"Lost: Temporada 1: Éxodo: Parte 2","29/8/17"
"Lost: Temporada 1: Éxodo: Parte 1","29/8/17"
"Lost: Temporada 1: Nacida para correr","29/8/17"
"Lost: Temporada 1: El bien mayor","29/8/17"
"Lost: Temporada 1: No lastimarás","29/8/17"
"Lost: Temporada 1: Deudas e intervención","29/8/17"
"Lost: Temporada 1: Números","29/8/17"
"Lost: Temporada 1: Perdidos... en Corea","29/8/17"
"Lost: Temporada 1: Fugitivos","28/8/17"
"Lost: Temporada 1: Regreso a casa","28/8/17"
"Lost: Temporada 1: Especial","28/8/17"
"Cómo conocí a tu madre: Temporada 6: Un padre legendario","27/8/17"
"Cómo conocí a tu madre: Temporada 6: Un cambio de corazón","27/8/17"
"Cómo conocí a tu madre: Temporada 6: La isla de la basura","27/8/17"
"Cómo conocí a tu madre: Temporada 6: Día de desesperación","27/8/17"
"Cómo conocí a tu madre: Temporada 6: Oh, cariño","27/8/17"
"Cómo conocí a tu madre: Temporada 6: Últimas palabras","26/8/17"
"Cómo conocí a tu madre: Temporada 6: Malas noticias","26/8/17"
"Cómo conocí a tu madre: Temporada 6: Falso positivo","26/8/17"
"Cómo conocí a tu madre: Temporada 6: La teoría de la sirena","26/8/17"
"Cómo conocí a tu madre: Temporada 6: Blitzgiving","26/8/17"
"Cómo conocí a tu madre: Temporada 6: Resplandecer","26/8/17"
"Sherlock: Temporada 1: El banquero ciego","26/8/17"
"Cómo conocí a tu madre: Temporada 6: Historia natural","26/8/17"
"Cómo conocí a tu madre: Temporada 6: Canning Randy","26/8/17"
"Cómo conocí a tu madre: Temporada 6: Discusión de bebés","26/8/17"
"Cómo conocí a tu madre: Temporada 6: Arquitecto de la destrucción","26/8/17"
"Cómo conocí a tu madre: Temporada 6: Guerras en el metro","26/8/17"
"Cómo conocí a tu madre: Temporada 6: Inconcluso","26/8/17"
"Cómo conocí a tu madre: Temporada 6: Limpiando la casa","25/8/17"
"Cómo conocí a tu madre: Temporada 6: Grandes días","25/8/17"
"Sherlock: Temporada 1: Estudio en rosa","25/8/17"
"Lost: Temporada 1: Corazones y mentes","25/8/17"
"Lost: Temporada 1: Cualquiera que sea el caso","25/8/17"
"Lost: Temporada 1: Todos los vaqueros tienen problemas con sus padres","25/8/17"
"Lost: Temporada 1: Criado por otros","25/8/17"
"Lost: Temporada 1: Solitario","25/8/17"
"Lost: Temporada 1: Hombre de confianza","24/8/17"
"Lost: Temporada 1: La polilla","24/8/17"
"Lost: Temporada 1: La casa del sol naciente","24/8/17"
"Lost: Temporada 1: El conejo blanco","24/8/17"
"Lost: Temporada 1: Viaje espiritual","24/8/17"
"Lost: Temporada 1: Borrón y cuenta nueva","24/8/17"
"Friends with Benefits: Temporada 1: El beneficio de evitar el anulamente","24/8/17"
"Friends with Benefits: Temporada 1: El beneficio de ser superficial","23/8/17"
"Friends with Benefits: Temporada 1: El beneficio de los mentores","23/8/17"
"Friends with Benefits: Temporada 1: El beneficio del carnaval","23/8/17"
"Friends with Benefits: Temporada 1: El beneficio de controlar el ego","23/8/17"
"Friends with Benefits: Temporada 1: El beneficio del buen camino","23/8/17"
"Friends with Benefits: Temporada 1: El beneficio del olvido","22/8/17"
"Friends with Benefits: Temporada 1: El beneficio de la dinámica silenciosa","22/8/17"
"Friends with Benefits: Temporada 1: El beneficio del botón de silencio","22/8/17"
"Friends with Benefits: Temporada 1: Piloto","22/8/17"
"Banking on Bitcoin","22/8/17"
"13 Reasons Why: Más allá de las razones","21/8/17"
"Degrassi: Next Class: Temporada 1: #sexoasegurado","21/8/17"
"Cómo conocí a tu madre: Temporada 5: Robots vs. Luchadores","19/8/17"
"Cómo conocí a tu madre: Temporada 5: Camas gemelas","19/8/17"
"Cómo conocí a tu madre: Temporada 5: Demoledores","19/8/17"
"Cómo conocí a tu madre: Temporada 5: Verdadero o falso","19/8/17"
"Cómo conocí a tu madre: Temporada 5: Di queso","19/8/17"
"Cómo conocí a tu madre: Temporada 3: Diez sesiones","19/8/17"
"Cómo conocí a tu madre: Temporada 5: Por supuesto","19/8/17"
"Cómo conocí a tu madre: Temporada 5: Enganchado","19/8/17"
"Cómo conocí a tu madre: Temporada 5: Conejo o pato","19/8/17"
"Cómo conocí a tu madre: Temporada 5: La semana perfecta","19/8/17"
"Cómo conocí a tu madre: Temporada 5: Jenkins","19/8/17"
"Cómo conocí a tu madre: Temporada 5: Chicas vs. Trajes","19/8/17"
"MERLÍN: Temporada 2: The Nightmare Begins","18/8/17"
"MERLÍN: Temporada 2: The Once and Future Queen","18/8/17"
"Cómo conocí a tu madre: Temporada 5: El último cigarrillo","17/8/17"
"Cómo conocí a tu madre: Temporada 5: La ventana","17/8/17"
"Cómo conocí a tu madre: Temporada 5: La venganza de la cachetada","17/8/17"
"Cómo conocí a tu madre: Temporada 5: El libro de juegos","17/8/17"
"Cómo conocí a tu madre: Temporada 5: El posadero poco atractivo","17/8/17"
"¡Loca academia de pilotos! Parte 2","16/8/17"
"House of Cards: Temporada 1: Capítulo 6","16/8/17"
"House of Cards: Temporada 1: Capítulo 5","16/8/17"
"House of Cards: Temporada 1: Capítulo 4","15/8/17"
"MERLÍN: Temporada 1: The Moment of Truth","15/8/17"
"Cuando te encuentre","15/8/17"
"MERLÍN: Temporada 1: Excalibur","15/8/17"
"MERLÍN: Temporada 1: The Beginning of the End","15/8/17"
"Cómo conocí a tu madre: Temporada 5: Robin 101","15/8/17"
"House of Cards: Temporada 1: Capítulo 3","15/8/17"
"House of Cards: Temporada 1: Capítulo 2","14/8/17"
"Cómo conocí a tu madre: Temporada 4: El final","14/8/17"
"Cómo conocí a tu madre: Temporada 5: Definiciones","14/8/17"
"Cómo conocí a tu madre: Temporada 4: Tan rápido como pueda","14/8/17"
"Cómo conocí a tu madre: Temporada 4: Lugar y momento adecuados","14/8/17"
"Cómo conocí a tu madre: Temporada 4: La regla de los tres días","14/8/17"
"Cómo conocí a tu madre: Temporada 4: Diseños Mosbius","14/8/17"
"House of Cards: Temporada 1: Capítulo 1","14/8/17"
"Cómo conocí a tu madre: Temporada 4: Murtaugh","13/8/17"
"Cómo conocí a tu madre: Temporada 4: El viejo rey Clancy","13/8/17"
"Cómo conocí a tu madre: Temporada 4: La prueba del porche","13/8/17"
"MERLÍN: Temporada 1: The Gates of Avalon","13/8/17"
"MERLÍN: Temporada 1: A Remedy to Cure All Ills","13/8/17"
"MERLÍN: Temporada 1: Lancelot","13/8/17"
"MERLÍN: Temporada 1: The Poisoned Chalice","13/8/17"
"Cómo conocí a tu madre: Temporada 4: Lo siento hermano","13/8/17"
"Cómo conocí a tu madre: Temporada 4: Los Stinsons","13/8/17"
"Cómo conocí a tu madre: Temporada 4: Posimposible","13/8/17"
"Cómo conocí a tu madre: Temporada 4: Tres días de nieve","13/8/17"
"Cómo conocí a tu madre: Temporada 4: Beneficios","13/8/17"
"Cómo conocí a tu madre: Temporada 4: Pequeña Minnesota","13/8/17"
"Cómo conocí a tu madre: Temporada 4: La pelea","13/8/17"
"Cómo conocí a tu madre: Temporada 4: El hombre desnudo","13/8/17"
"Cómo conocí a tu madre: Temporada 4: ¡Wooo!","13/8/17"
"Cómo conocí a tu madre: Temporada 4: No es el Día del Padre","13/8/17"
"Cómo conocí a tu madre: Temporada 4: Felices por siempre","12/8/17"
"Paul","12/8/17"
"¡Sí, señor!","12/8/17"
"Cómo conocí a tu madre: Temporada 4: Shelter Island","11/8/17"
"Cómo conocí a tu madre: Temporada 4: La intervención","11/8/17"
"Cómo conocí a tu madre: Temporada 4: Yo amo Nueva Jersey","11/8/17"
"Cómo conocí a tu madre: Temporada 4: La mejor hamburguesa","11/8/17"
"Cómo conocí a tu madre: Temporada 4: ¿Te conozco?","11/8/17"
"Cómo conocí a tu madre: Temporada 3: Milagros","11/8/17"
"Cómo conocí a tu madre: Temporada 3: Todo se debe ir","11/8/17"
"Cómo conocí a tu madre: Temporada 3: Colega de repuesto","11/8/17"
"Cómo conocí a tu madre: Temporada 3: La cabra","11/8/17"
"Cómo conocí a tu madre: Temporada 3: Castillos en la arena","10/8/17"
"Cómo conocí a tu madre: Temporada 3: La cadena de gritos","10/8/17"
"El lago azul: El despertar","10/8/17"
"Cómo conocí a tu madre: Temporada 3: El soporte","9/8/17"
"Ninfomanía - Vol. II","8/8/17"
"Cómo conocí a tu madre: Temporada 3: No hay mañana","8/8/17"
"Cómo conocí a tu madre: Temporada 3: La regla de platino","7/8/17"
"Cómo conocí a tu madre: Temporada 3: El Yips","7/8/17"
"Cómo conocí a tu madre: Temporada 3: Día de acción de tortas","7/8/17"
"Cómo conocí a tu madre: Temporada 3: Desilusión","7/8/17"
"Cómo conocí a tu madre: Temporada 3: Dowisetrepia","7/8/17"
"MERLÍN: Temporada 1: The Mark of Nimueh","7/8/17"
"Cómo conocí a tu madre: Temporada 3: Yo no soy ese tipo","6/8/17"
"Cómo conocí a tu madre: Temporada 3: Cómo conocí a los demás","6/8/17"
"Luz nocturna","6/8/17"
"In Your Eyes","6/8/17"
"Jurassic World: Mundo Jurásico","6/8/17"
"Nuestro video prohibido","5/8/17"
"La ley de los audaces: Temporada 6: Carácter y aptitud","3/8/17"
"La ley de los audaces: Temporada 6: Quid pro quo","3/8/17"
"La ley de los audaces: Temporada 6: Admisión de culpabilidad","3/8/17"
"La ley de los audaces: Temporada 6: Dientes, nariz, dientes","3/8/17"
"La ley de los audaces: Temporada 6: La pintura","3/8/17"
"La ley de los audaces: Temporada 6: Ella se ha ido","3/8/17"
"La ley de los audaces: Temporada 6: Ciclos","3/8/17"
"La ley de los audaces: Temporada 6: La mano que te da de comer","3/8/17"
"La ley de los audaces: Temporada 6: Tiempo prestado","2/8/17"
"La ley de los audaces: Temporada 6: Agita los árboles","2/8/17"
"La ley de los audaces: Temporada 6: España","2/8/17"
"Believe de Justin Bieber","2/8/17"
"La ley de los audaces: Temporada 6: Confianza","2/8/17"
"La ley de los audaces: Temporada 6: El trato","2/8/17"
"La ley de los audaces: Temporada 6: De vuelta en el mapa","1/8/17"
"Hagamos una orgía","1/8/17"
"La ley de los audaces: Temporada 6: Cuentas por pagar","31/7/17"
"La ley de los audaces: Temporada 6: Por los problemas","31/7/17"
"La ley de los audaces: Temporada 5: Las horas que quedan","31/7/17"
"La ley de los audaces: Temporada 5: Tic-toc","31/7/17"
"La ley de los audaces: Temporada 5: Defensa propia","31/7/17"
"La ley de los audaces: Temporada 5: La santa tierra del señor","31/7/17"
"La ley de los audaces: Temporada 5: Vivir para pelear","31/7/17"
"Johnny English recargado","29/7/17"
"De nuevo en casa","29/7/17"
"Conspiración Lunar","29/7/17"
"Penn & Teller: Fool Us: In Vegas: Penn y Teller tiran a matar","29/7/17"
"La ley de los audaces: Temporada 5: Percance","29/7/17"
"La ley de los audaces: Temporada 5: Fe","29/7/17"
"La ley de los audaces: Temporada 5: Invitados no deseados","28/7/17"
"La ley de los audaces: Temporada 5: Mea culpa","28/7/17"
"La ley de los audaces: Temporada 5: Pensando en casa","28/7/17"
"Abstract: The Art of Design: Temporada 1: Platon: Fotografía","28/7/17"
"Abstract: The Art of Design: Temporada 1: Paula Scher: Diseño gráfico","28/7/17"
"Cómo conocí a tu madre: Temporada 1: Zip, zip, zip","24/7/17"
"","23/7/17"
"RED: Retirados Extremadamente Duros","22/7/17"
"Cómo conocí a tu madre: Temporada 1: La boda","15/7/17"
"Cómo conocí a tu madre: Temporada 1: La Limusina","15/7/17"
"Cómo conocí a tu madre: Temporada 1: El incidente de la piña","15/7/17"
"Cómo conocí a tu madre: Temporada 1: Atracón de pavo","15/7/17"
"Cómo conocí a tu madre: Temporada 1: El duelo","15/7/17"
"Cómo conocí a tu madre: Temporada 1: Agencia matrimonial","15/7/17"
"Cómo conocí a tu madre: Temporada 1: La calabaza liberal","15/7/17"
"Cómo conocí a tu madre: Temporada 1: Ah, qué bien","15/7/17"
"Cómo conocí a tu madre: Temporada 1: El regreso de la camisa","15/7/17"
"Cómo conocí a tu madre: Temporada 1: Piloto","15/7/17"
"La ley de los audaces: Temporada 5: Confidencialidad","15/7/17"
"La ley de los audaces: Temporada 5: Mano a mano","15/7/17"
"La ley de los audaces: Temporada 5: No puedo hacerlo","15/7/17"
"La ley de los audaces: Temporada 5: No hay vuelta atrás","15/7/17"
"Cómo conocí a tu madre: Temporada 1: Dulce sabor a libertad","10/7/17"
"La chica de al lado","9/7/17"
"Cómo conocí a tu madre: Temporada 1: La jirafa púrpura","9/7/17"
"Karate Kid","8/7/17"
"Better Call Saul: Temporada 3: Resbalón","8/7/17"
"Better Call Saul: Temporada 3: Gastos","8/7/17"
"Dragon Ball Z: La Batalla de los Dioses","8/7/17"
"Better Call Saul: Temporada 3: Segunda marca","7/7/17"
"Better Call Saul: Temporada 3: Artimaña","6/7/17"
"Better Call Saul: Temporada 3: Sabrosito","6/7/17"
"Better Call Saul: Temporada 3: Costo irrecuperable","6/7/17"
"Better Call Saul: Temporada 3: Testigo","6/7/17"
"La ley de los audaces: Temporada 5: Compensación","5/7/17"
"Better Call Saul: Temporada 3: Mabel","5/7/17"
"Better Call Saul: Temporada 2: Larga distancia","5/7/17"
"Better Call Saul: Temporada 2: No hay tiempo","5/7/17"
"Better Call Saul: Temporada 2: Fifi","5/7/17"
"Better Call Saul: Temporada 2: Inflable","4/7/17"
"Better Call Saul: Temporada 2: Esa famosa canción","4/7/17"
"La ley de los audaces: Temporada 5: Negación","4/7/17"
"50 sombras negras","4/7/17"
"Cincuenta sombras de Grey","3/7/17"
"Better Call Saul: Temporada 2: Rebecca","3/7/17"
"Better Call Saul: Temporada 2: Guantes fuera","3/7/17"
"Better Call Saul: Temporada 2: Amarillo","3/7/17"
"Better Call Saul: Temporada 2: La tarta de luna llena","3/7/17"
"Better Call Saul: Temporada 2: Gran cambio","3/7/17"
"Better Call Saul: Temporada 1: Marco","3/7/17"
"Better Call Saul: Temporada 1: Pimiento","2/7/17"
"Better Call Saul: Temporada 1: Rico","2/7/17"
"Better Call Saul: Temporada 1: Bingo","2/7/17"
"Better Call Saul: Temporada 1: Pasado","2/7/17"
"Better Call Saul: Temporada 1: Pastorcito alpino","2/7/17"
"Better Call Saul: Temporada 1: Héroe","2/7/17"
"Better Call Saul: Temporada 1: Nacho","2/7/17"
"Better Call Saul: Temporada 1: Mijo","1/7/17"
"Mentes maestras","30/6/17"
"American Pie presenta: La guía del amor","29/6/17"
"Tú me entiendes","28/6/17"
"Este es el fin","28/6/17"
"Ángeles y demonios","25/6/17"
"Las locuras de Robinson Crusoe","25/6/17"
"Los siete pecados capitales","23/6/17"
"Atrapada en Guantánamo","21/6/17"
"Nada es lo que parece","19/6/17"
"La vida segun Greta","18/6/17"
"Capitán América: El primer vengador","16/6/17"
"Volver A Empezar","12/6/17"
"Dear Zindagi","12/6/17"
"Nerve","11/6/17"
"Iron Man 2","11/6/17"
"Iron Man: El Hombre de Hierro","10/6/17"
"Año uno","7/6/17"
"","6/6/17"
"Lo mejor de mí","5/6/17"
"Los 100: Temporada 3: Vigilen los tronos","2/6/17"
"Bajo el mismo cielo","1/6/17"
"Con locura","29/5/17"
"Recuérdame","28/5/17"
"Un lugar para siempre","25/5/17"
"Aviones de papel","25/5/17"
"Sandy Wexler","24/5/17"
"Amor eterno","23/5/17"
"Tron: El legado","19/5/17"
"Superhéroes, la película","19/5/17"
"Padre de familia: Temporada 10: Fiesta de hongos","19/5/17"
"Padre de familia: Temporada 10: Fiebre de la lotería","19/5/17"
"Los 100: Temporada 3: Ustedes, los que entran aquí","18/5/17"
"Todopoderoso","15/5/17"
"Two and a Half Men: Temporada 7: Probador de laxantes, inseminador de caballos","11/5/17"
"Two and a Half Men: Temporada 7: Mmm, pescado. ¡Qué rico!","11/5/17"
"Two and a Half Men: Temporada 7: Apaleados por la tercera generación","11/5/17"
"Two and a Half Men: Temporada 7: 818-jklpuzo","11/5/17"
"Larva: Temporada 1: Episodio 1","8/5/17"
"Escuela de Rock","7/5/17"
"Cómo conocí a tu madre: Temporada 9: Juntos para siempre (Parte 2)","7/5/17"
"Cómo conocí a tu madre: Temporada 9: Juntos para siempre (Parte 1)","7/5/17"
"Querido John","7/5/17"
"Video Game High School: Temporada 1: Bienvenido a VGHS","7/5/17"
"Los 100: Temporada 3: Wanheda (Parte 2)","7/5/17"
"Los 100: Temporada 3: Wanheda (Parte 1)","7/5/17"
"Los 100: Temporada 2: Sangre debe tener sangre (Parte 2)","7/5/17"
"Los 100: Temporada 2: Sangre debe tener sangre (Parte 1)","7/5/17"
"Los Simpsons - La película","6/5/17"
"Los 100: Temporada 2: Guardaespaldas de mentiras","6/5/17"
"Los 100: Temporada 2: Resurrección","6/5/17"
"Los 100: Temporada 2: Rubicon","5/5/17"
"Los 100: Temporada 2: Golpe de gracia","5/5/17"
"Los 100: Temporada 2: La supervivencia de los más aptos","4/5/17"
"Los 100: Temporada 2: Recuérdame","4/5/17"
"Los 100: Temporada 2: Caminante espacial","4/5/17"
"Los 100: Temporada 2: Larga caída al abismo","4/5/17"
"Los 100: Temporada 2: Nubes de guerra","4/5/17"
"Si fueras yo","3/5/17"
"Los 100: Temporada 2: Pruebas humanas","3/5/17"
"Los 100: Temporada 2: Muchos encuentros felices","3/5/17"
"Los 100: Temporada 1: Somos terrestres (Parte 2)","2/5/17"
"Los 100: Temporada 1: Somos terrestres (Parte 1)","2/5/17"
"Los 100: Temporada 1: La calma","2/5/17"
"Los 100: Temporada 1: Me convierto en la muerte","2/5/17"
"Los 100: Temporada 1: Día de la unidad","2/5/17"
"Los 100: Temporada 1: Viaje de un día","2/5/17"
"Los 100: Temporada 1: Bajo presión","2/5/17"
"Los 100: Temporada 1: El último destello del crepúsculo","1/5/17"
"Los 100: Temporada 1: La ley de Murphy","1/5/17"
"Los 100: Temporada 1: Morir en la Tierra","1/5/17"
"Los 100: Temporada 1: Sobrevivir en la Tierra","1/5/17"
"Los 100: Temporada 1: Piloto","1/5/17"
"1000 Ways to Die: Temporada 3: Muerte en un palo","1/5/17"
"Video Games: The Movie","29/4/17"
"Boca Juniors 3D, la película","26/4/17"
"No te metas con Zohan","25/4/17"
"Thor: Un mundo oscuro","17/4/17"
"Los doble-vida","17/4/17"
"Muy parecido al amor","10/4/17"
"Deep Web","7/4/17"
"Two and a Half Men: Temporada 6: El béisbol era mejor con esteroides","7/4/17"
"Two and a Half Men: Temporada 6: Buenos días, señora panadera","7/4/17"
"Two and a Half Men: Temporada 6: La cajita de Sir Lancelot","7/4/17"
"Two and a Half Men: Temporada 6: Más que un cíclope exaltado","7/4/17"
"Two and a Half Men: Temporada 6: Hola, soy Alan Cousteau","6/4/17"
"Two and a Half Men: Temporada 6: La regla de los dos dedos","6/4/17"
"Two and a Half Men: Temporada 6: La cabeza enorme de mi hijo","6/4/17"
"Two and a Half Men: Temporada 6: El ocu o el pado","6/4/17"
"Two and a Half Men: Temporada 6: Seguirá muerta en el medio tiempo","4/4/17"
"Two and a Half Men: Temporada 6: Empezaré con el gato","4/4/17"
"Arrow: Temporada 1: Pistoleros solitarios","3/4/17"
"Arrow: Temporada 1: Honra a tu padre","3/4/17"
